ISOTime,Flow,SAL,TEMP,TRACE_1,TRACE_2,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,MAG_ulva,MAG_ulva_IN,MAG_ulva_IP
01/01/2014 00:00:00,0.000000,   NaN,   NaN,1.000000,0.000000,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,0.000000,0.000000,0.000000
02/01/2014 00:00:00,0.000000,0.747405,16.255844,1.000000,0.000000,0.000002,14235466.000000,197.978821,133.318130,1.870121,0.000000,0.012356,0.000041,420.109467,4.693035,40.091911,2.791629,1.093511,0.021228,170.192184,0.000000,0.000000,0.000000
03/01/2014 00:00:00,0.000000,0.747405,16.255844,1.000000,0.000000,0.000009,14235466.000000,197.978821,133.318130,1.870121,0.000000,0.012356,0.000032,420.109467,4.140407,40.091911,2.462971,1.093511,0.017378,170.192184,0.000000,0.000000,0.000000
04/01/2014 00:00:00,0.000000,1.706616,13.891673,1.000000,0.000000,7.129294,20349806.000000,493.776672,171.208267,2.691468,0.000002,0.051818,0.016916,570.183289,97.782158,51.759048,59.710369,1.422278,2.411850,240.145844,0.000000,0.000000,0.000000
05/01/2014 00:00:00,0.000000,3.636772,14.115549,1.000000,0.000000,6.628736,19750792.000000,497.944885,167.100174,2.507112,0.000007,0.040728,0.013439,598.151611,96.569077,51.404583,60.719444,1.392516,2.430432,245.413010,0.000000,0.000000,0.000000
06/01/2014 00:00:00,0.000000,4.406459,14.604293,1.000000,0.000000,10.472989,19101952.000000,432.787689,161.431686,2.312493,0.000000,0.026173,0.014020,603.971436,94.031494,51.138142,60.900986,1.382223,2.432546,245.701248,0.000000,0.000000,0.000000
07/01/2014 00:00:00,0.000000,3.395459,18.321152,1.000000,0.000000,10.887332,20425516.000000,81.428635,170.489578,2.331485,0.000000,0.027647,0.009696,602.689514,99.695091,52.315125,62.216164,1.422444,2.496057,249.988907,0.000000,0.000000,0.000000
08/01/2014 00:00:00,1.948141,3.308168,18.291262,1.000000,0.000000,0.061700,20435848.000000,129.777664,170.447083,2.326301,0.000000,0.024386,0.007228,600.467957,88.622368,52.229229,55.210018,1.424420,2.063908,248.794174,0.000000,0.000000,0.000000
09/01/2014 00:00:00,0.000000,3.272607,18.291546,1.000000,0.000000,0.000359,20216198.000000,128.385971,168.615173,2.301297,0.000000,0.024123,0.005563,594.014099,77.336067,51.667885,48.178875,1.409110,1.670377,246.120117,0.000000,0.000000,0.000000
10/01/2014 00:00:00,3.416594,3.254611,18.262686,1.000000,0.000000,0.000002,20105078.000000,127.658348,167.762634,2.289948,0.000005,0.023967,0.004295,590.920898,67.675262,51.405415,42.160625,1.401914,1.355738,244.769730,0.000000,0.000000,0.000000
11/01/2014 00:00:00,0.000000,3.251141,18.262564,1.000000,0.000000,0.000000,20083650.000000,127.522232,167.583862,2.287507,0.000005,0.023941,0.003339,590.291016,59.647285,51.350613,37.159321,1.400420,1.108350,244.508713,0.000000,0.000000,0.000000
12/01/2014 00:00:00,0.000000,3.178316,18.204029,1.000000,0.000000,0.000000,19633818.000000,124.624779,163.974258,2.238790,0.000015,0.023358,0.002527,577.402588,51.161087,50.242210,31.872974,1.370120,0.881584,239.037094,0.000000,0.000000,0.000000
13/01/2014 00:00:00,0.000000,2.856510,17.818937,1.000000,0.000000,0.000002,17644108.000000,111.787209,148.166199,2.026043,0.000084,0.020728,0.001711,520.769897,39.185951,45.385025,24.414663,1.237261,0.625821,214.840790,0.000000,0.000000,0.000000
14/01/2014 00:00:00,0.000000,1.922648,16.261889,1.000000,0.000000,0.000000,11868136.000000,77.252113,101.384277,1.392841,0.000325,0.013408,0.000802,354.325775,20.677776,31.026157,12.887319,0.844962,0.305510,144.571075,0.000000,0.000000,0.000000
15/01/2014 00:00:00,0.000000,1.706284,15.623360,1.000000,0.000000,0.000000,10529931.000000,96.281723,90.349716,1.244121,0.000288,0.012022,0.000537,315.311768,15.662134,27.642603,9.762245,0.752554,0.214475,128.282944,0.000000,0.000000,0.000000
16/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000418,315.307373,13.819059,27.642221,8.613453,0.752544,0.175530,128.281113,0.000000,0.000000,0.000000
17/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000326,315.307373,12.193426,27.642221,7.600192,0.752544,0.143666,128.281113,0.000000,0.000000,0.000000
18/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000253,315.307373,10.758938,27.642221,6.706073,0.752544,0.117584,128.281113,0.000000,0.000000,0.000000
19/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000197,315.307373,9.493294,27.642221,5.917189,0.752544,0.096239,128.281113,0.000000,0.000000,0.000000
20/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000154,315.307373,8.376351,27.642221,5.220999,0.752544,0.078766,128.281113,0.000000,0.000000,0.000000
21/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000120,315.307373,7.390850,27.642221,4.606733,0.752544,0.064465,128.281113,0.000000,0.000000,0.000000
22/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000093,315.307373,6.521401,27.642221,4.064802,0.752544,0.052763,128.281113,0.000000,0.000000,0.000000
23/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000072,315.307373,5.754238,27.642221,3.586628,0.752544,0.043185,128.281113,0.000000,0.000000,0.000000
24/01/2014 00:00:00,0.000000,1.706259,15.623288,1.000000,0.000000,0.000000,10529780.000000,96.283859,90.348480,1.244105,0.000288,0.012022,0.000056,315.307373,5.077255,27.642221,3.164663,0.752544,0.035344,128.281113,0.000000,0.000000,0.000000
25/01/2014 00:00:00,0.000000,1.705355,15.623305,1.000000,0.000000,0.000000,10524197.000000,96.232826,90.300568,1.243445,0.000288,0.012015,0.000044,315.140381,4.477534,27.627575,2.790857,0.752145,0.028912,128.213104,0.000000,0.000000,0.000000
26/01/2014 00:00:00,0.000000,1.684318,15.569196,1.000000,0.000000,0.000000,10393950.000000,98.842506,89.237541,1.229202,0.000286,0.011884,0.000034,311.369904,3.882532,27.301420,2.420025,0.743230,0.023248,126.628174,0.000000,0.000000,0.000000
27/01/2014 00:00:00,0.000000,1.670295,15.542357,1.000000,0.000000,0.000000,10307202.000000,99.888252,88.519569,1.219507,0.000285,0.011793,0.000026,308.834839,3.388500,27.081318,2.112101,0.737220,0.018817,125.572212,0.000000,0.000000,0.000000
28/01/2014 00:00:00,0.000000,1.668387,15.542313,1.000000,0.000000,0.000000,10295426.000000,99.774361,88.418411,1.218114,0.000284,0.011780,0.000020,308.482056,2.986227,27.050386,1.861359,0.736378,0.015381,125.428741,0.000000,0.000000,0.000000
29/01/2014 00:00:00,0.000000,1.668387,15.542313,1.000000,0.000000,0.000000,10295425.000000,99.774345,88.418404,1.218114,0.000284,0.011780,0.000016,308.482025,2.634839,27.050383,1.642334,0.736378,0.012589,125.428726,0.000000,0.000000,0.000000
30/01/2014 00:00:00,0.000000,1.668387,15.542313,1.000000,0.000000,0.000000,10295425.000000,99.774345,88.418404,1.218114,0.000284,0.011780,0.000012,308.482025,2.324775,27.050383,1.449067,0.736378,0.010303,125.428726,0.000000,0.000000,0.000000
