"Time","A5050510","A5050510","A5050510"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
16/05/1972 00:00,"","",""
17/05/1972 00:00,       0.000,       0.000,       0.000
18/05/1972 00:00,       0.000,       0.000,       0.000
19/05/1972 00:00,       0.000,       0.000,       0.000
20/05/1972 00:00,       0.000,       0.000,       0.000
21/05/1972 00:00,       0.000,       0.000,       0.000
22/05/1972 00:00,       0.000,       0.000,       0.000
23/05/1972 00:00,       0.000,       0.000,       0.000
24/05/1972 00:00,       0.000,       0.000,       0.000
25/05/1972 00:00,       0.000,       0.000,       0.000
26/05/1972 00:00,       0.000,       0.000,       0.000
27/05/1972 00:00,       0.000,       0.000,       0.000
28/05/1972 00:00,       0.000,       0.000,       0.000
29/05/1972 00:00,       0.000,       0.000,       0.000
30/05/1972 00:00,       0.000,       0.000,       0.000
31/05/1972 00:00,       0.000,       0.000,       0.000
01/06/1972 00:00,       0.000,       0.000,       0.000
02/06/1972 00:00,       0.000,       0.000,       0.000
03/06/1972 00:00,       0.000,       0.000,       0.000
04/06/1972 00:00,       0.000,       0.000,       0.000
05/06/1972 00:00,       0.000,       0.000,       0.000
06/06/1972 00:00,       0.000,       0.000,       0.000
07/06/1972 00:00,       0.000,       0.000,       0.000
08/06/1972 00:00,       0.000,       0.000,       0.000
09/06/1972 00:00,       0.000,       0.000,       0.000
10/06/1972 00:00,       0.000,       0.000,       0.000
11/06/1972 00:00,       0.000,       0.000,       0.000
12/06/1972 00:00,       0.000,       0.000,       0.000
13/06/1972 00:00,       0.000,       0.000,       0.000
14/06/1972 00:00,       0.000,       0.000,       0.000
15/06/1972 00:00,       0.000,       0.000,       0.000
16/06/1972 00:00,       0.000,       0.000,       0.000
17/06/1972 00:00,       0.000,       0.000,       0.000
18/06/1972 00:00,       0.000,       0.000,       0.000
19/06/1972 00:00,       0.000,       0.000,       0.000
20/06/1972 00:00,       0.000,       0.000,       0.000
21/06/1972 00:00,       0.000,       0.000,       0.000
22/06/1972 00:00,       0.000,       0.000,       0.000
23/06/1972 00:00,       0.000,       0.000,       0.000
24/06/1972 00:00,       0.000,       0.000,       0.000
25/06/1972 00:00,       0.000,       0.000,       0.000
26/06/1972 00:00,       0.000,       0.000,       0.000
27/06/1972 00:00,       0.000,       0.000,       0.000
28/06/1972 00:00,       0.000,       0.000,       0.000
29/06/1972 00:00,       0.000,       0.000,       0.000
30/06/1972 00:00,       0.000,       0.000,       0.000
01/07/1972 00:00,       0.000,       0.000,       0.000
02/07/1972 00:00,       0.000,       0.000,       0.000
03/07/1972 00:00,       0.000,       0.000,       0.000
