"Time","A4261219","A4261219","A4261219"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
01/12/2010 00:00,"","",""
02/12/2010 00:00,       0.000,       0.000,       0.000
03/12/2010 00:00,       0.000,       0.000,       0.000
04/12/2010 00:00,       0.000,       0.000,       0.000
05/12/2010 00:00,       0.000,       0.000,       0.000
06/12/2010 00:00,       0.000,       0.000,       0.000
07/12/2010 00:00,       3.802,       0.153,       0.000
08/12/2010 00:00,       2.851,       0.380,       0.000
09/12/2010 00:00,     335.664,      75.500,       0.000
10/12/2010 00:00,     358.301,     264.357,     149.386
11/12/2010 00:00,     164.333,     103.123,      68.429
12/12/2010 00:00,      71.107,      54.301,      43.718
13/12/2010 00:00,      49.075,      36.893,      25.574
14/12/2010 00:00,      27.475,      16.984,      12.010
15/12/2010 00:00,      14.947,      10.815,       7.171
16/12/2010 00:00,      10.195,       7.298,       3.888
17/12/2010 00:00,       6.394,       3.327,       0.000
18/12/2010 00:00,       3.456,       1.536,       0.000
19/12/2010 00:00,       3.802,       1.251,       0.000
20/12/2010 00:00,       2.419,       0.525,       0.000
21/12/2010 00:00,"","",""
22/12/2010 00:00,"","",""
23/12/2010 00:00,"","",""
24/12/2010 00:00,"","",""
25/12/2010 00:00,"","",""
26/12/2010 00:00,"","",""
27/12/2010 00:00,"","",""
28/12/2010 00:00,"","",""
29/12/2010 00:00,"","",""
30/12/2010 00:00,"","",""
31/12/2010 00:00,"","",""
01/01/2011 00:00,"","",""
02/01/2011 00:00,"","",""
03/01/2011 00:00,"","",""
04/01/2011 00:00,"","",""
05/01/2011 00:00,"","",""
06/01/2011 00:00,"","",""
07/01/2011 00:00,"","",""
08/01/2011 00:00,"","",""
09/01/2011 00:00,"","",""
10/01/2011 00:00,"","",""
11/01/2011 00:00,"","",""
12/01/2011 00:00,"","",""
13/01/2011 00:00,"","",""
14/01/2011 00:00,"","",""
15/01/2011 00:00,"","",""
16/01/2011 00:00,"","",""
17/01/2011 00:00,"","",""
18/01/2011 00:00,"","",""
19/01/2011 00:00,"","",""
20/01/2011 00:00,"","",""
21/01/2011 00:00,"","",""
22/01/2011 00:00,"","",""
23/01/2011 00:00,"","",""
24/01/2011 00:00,"","",""
25/01/2011 00:00,"","",""
26/01/2011 00:00,"","",""
27/01/2011 00:00,"","",""
28/01/2011 00:00,"","",""
29/01/2011 00:00,"","",""
30/01/2011 00:00,"","",""
31/01/2011 00:00,"","",""
01/02/2011 00:00,"","",""
02/02/2011 00:00,"","",""
03/02/2011 00:00,"","",""
04/02/2011 00:00,"","",""
05/02/2011 00:00,"","",""
06/02/2011 00:00,"","",""
