"Time","A5031001","A5031001","A5031001"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
28/09/2018 00:00,"","",""
29/09/2018 00:00,"","",""
30/09/2018 00:00,"","",""
01/10/2018 00:00,"","",""
02/10/2018 00:00,"","",""
03/10/2018 00:00,"","",""
04/10/2018 00:00,"","",""
05/10/2018 00:00,"","",""
06/10/2018 00:00,"","",""
07/10/2018 00:00,"","",""
08/10/2018 00:00,"","",""
09/10/2018 00:00,"","",""
10/10/2018 00:00,"","",""
11/10/2018 00:00,"","",""
12/10/2018 00:00,"","",""
13/10/2018 00:00,"","",""
14/10/2018 00:00,"","",""
