"Time","A5030529","A5030529","A5030529"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
12/01/1978 00:00,"","",""
13/01/1978 00:00,       0.000,       0.000,       0.000
14/01/1978 00:00,       0.000,       0.000,       0.000
15/01/1978 00:00,       0.000,       0.000,       0.000
16/01/1978 00:00,       0.000,       0.000,       0.000
17/01/1978 00:00,       0.000,       0.000,       0.000
18/01/1978 00:00,       0.000,       0.000,       0.000
19/01/1978 00:00,       0.000,       0.000,       0.000
20/01/1978 00:00,       0.000,       0.000,       0.000
21/01/1978 00:00,       0.000,       0.000,       0.000
22/01/1978 00:00,       0.000,       0.000,       0.000
23/01/1978 00:00,       0.000,       0.000,       0.000
24/01/1978 00:00,       0.000,       0.000,       0.000
25/01/1978 00:00,       0.000,       0.000,       0.000
26/01/1978 00:00,       0.000,       0.000,       0.000
27/01/1978 00:00,       0.000,       0.000,       0.000
28/01/1978 00:00,       0.000,       0.000,       0.000
29/01/1978 00:00,       0.000,       0.000,       0.000
30/01/1978 00:00,       0.000,       0.000,       0.000
31/01/1978 00:00,       0.000,       0.000,       0.000
01/02/1978 00:00,       0.000,       0.000,       0.000
02/02/1978 00:00,       0.000,       0.000,       0.000
03/02/1978 00:00,       0.000,       0.000,       0.000
04/02/1978 00:00,       0.000,       0.000,       0.000
05/02/1978 00:00,       0.000,       0.000,       0.000
06/02/1978 00:00,       0.000,       0.000,       0.000
07/02/1978 00:00,       0.000,       0.000,       0.000
08/02/1978 00:00,       0.000,       0.000,       0.000
09/02/1978 00:00,       0.000,       0.000,       0.000
10/02/1978 00:00,       0.000,       0.000,       0.000
11/02/1978 00:00,       0.000,       0.000,       0.000
12/02/1978 00:00,       0.000,       0.000,       0.000
13/02/1978 00:00,       0.000,       0.000,       0.000
14/02/1978 00:00,       0.000,       0.000,       0.000
15/02/1978 00:00,       0.000,       0.000,       0.000
16/02/1978 00:00,       0.000,       0.000,       0.000
17/02/1978 00:00,       0.000,       0.000,       0.000
18/02/1978 00:00,       0.000,       0.000,       0.000
19/02/1978 00:00,       0.000,       0.000,       0.000
20/02/1978 00:00,       0.000,       0.000,       0.000
21/02/1978 00:00,       0.000,       0.000,       0.000
22/02/1978 00:00,       0.000,       0.000,       0.000
23/02/1978 00:00,       0.000,       0.000,       0.000
24/02/1978 00:00,       0.000,       0.000,       0.000
25/02/1978 00:00,       0.000,       0.000,       0.000
26/02/1978 00:00,       0.000,       0.000,       0.000
27/02/1978 00:00,       0.000,       0.000,       0.000
28/02/1978 00:00,       0.000,       0.000,       0.000
01/03/1978 00:00,       0.000,       0.000,       0.000
