"Time","A2391188","A2391188","A2391188"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
26/08/2013 00:00,"","",""
27/08/2013 00:00,    1252.195,    1155.528,    1033.690
28/08/2013 00:00,    1033.690,     687.696,     478.051
29/08/2013 00:00,     482.544,     462.241,     445.565
30/08/2013 00:00,     488.333,     468.293,     445.565
31/08/2013 00:00,     467.770,     370.175,     223.085
01/09/2013 00:00,     223.085,     182.759,     175.997
02/09/2013 00:00,     187.661,     181.859,     175.997
03/09/2013 00:00,     186.624,     185.266,     184.032
04/09/2013 00:00,     189.043,     187.805,     186.451
05/09/2013 00:00,     202.954,     194.468,     186.451
06/09/2013 00:00,     205.459,     204.850,     202.954
07/09/2013 00:00,     207.533,     205.985,     205.459
08/09/2013 00:00,     214.704,     211.604,     207.533
09/09/2013 00:00,     214.704,     214.704,     214.704
10/09/2013 00:00,     214.704,     213.905,     212.630
11/09/2013 00:00,     221.875,     217.481,     212.630
12/09/2013 00:00,     229.565,     226.576,     221.875
13/09/2013 00:00,     236.218,     233.065,     229.565
14/09/2013 00:00,     245.203,     238.894,     236.218
15/09/2013 00:00,     252.720,     249.416,     245.203
16/09/2013 00:00,     257.386,     256.111,     252.720
17/09/2013 00:00,     266.630,     259.218,     254.794
18/09/2013 00:00,     285.638,     276.479,     266.630
19/09/2013 00:00,     300.326,     294.355,     285.638
20/09/2013 00:00,     310.349,     305.137,     300.326
21/09/2013 00:00,     332.899,     320.817,     310.349
22/09/2013 00:00,     349.315,     341.831,     332.899
23/09/2013 00:00,     372.902,     362.247,     349.315
24/09/2013 00:00,     397.699,     384.370,     372.902
25/09/2013 00:00,     435.283,     416.981,     397.699
26/09/2013 00:00,     439.171,     435.515,     425.088
27/09/2013 00:00,     425.088,     411.312,     403.229
28/09/2013 00:00,     403.229,     390.038,     378.864
29/09/2013 00:00,     378.864,     367.221,     357.091
30/09/2013 00:00,     357.091,     349.434,     343.008
01/10/2013 00:00,     343.008,     337.748,     331.258
02/10/2013 00:00,     331.258,     325.933,     321.062
03/10/2013 00:00,     321.062,     316.067,     312.250
04/10/2013 00:00,     312.250,     306.101,     299.981
05/10/2013 00:00,     299.981,     297.857,     294.624
06/10/2013 00:00,     294.624,     290.448,     285.638
07/10/2013 00:00,     285.638,     285.506,     283.306
08/10/2013 00:00,     283.306,     281.887,     278.381
09/10/2013 00:00,     278.381,     272.436,     269.136
10/10/2013 00:00,     269.136,     263.849,     259.286
11/10/2013 00:00,     259.286,     254.269,     250.214
12/10/2013 00:00,     250.214,     248.144,     243.043
13/10/2013 00:00,     243.043,     238.208,     233.280
