"Time","A5041006","A5041006","A5041006"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
02/10/2004 00:00,"","",""
03/10/2004 00:00,       0.000,       0.000,       0.000
04/10/2004 00:00,       0.000,       0.000,       0.000
05/10/2004 00:00,       0.000,       0.000,       0.000
06/10/2004 00:00,       0.000,       0.000,       0.000
07/10/2004 00:00,       0.000,       0.000,       0.000
08/10/2004 00:00,       0.000,       0.000,       0.000
09/10/2004 00:00,       0.000,       0.000,       0.000
10/10/2004 00:00,       0.000,       0.000,       0.000
11/10/2004 00:00,       0.000,       0.000,       0.000
12/10/2004 00:00,       0.000,       0.000,       0.000
13/10/2004 00:00,       0.000,       0.000,       0.000
14/10/2004 00:00,       0.000,       0.000,       0.000
15/10/2004 00:00,       0.000,       0.000,       0.000
16/10/2004 00:00,       0.000,       0.000,       0.000
17/10/2004 00:00,       0.000,       0.000,       0.000
18/10/2004 00:00,       0.000,       0.000,       0.000
19/10/2004 00:00,       0.000,       0.000,       0.000
20/10/2004 00:00,       0.000,       0.000,       0.000
21/10/2004 00:00,       0.000,       0.000,       0.000
22/10/2004 00:00,       0.000,       0.000,       0.000
23/10/2004 00:00,       0.000,       0.000,       0.000
24/10/2004 00:00,       0.000,       0.000,       0.000
25/10/2004 00:00,       0.000,       0.000,       0.000
26/10/2004 00:00,       0.000,       0.000,       0.000
27/10/2004 00:00,       0.000,       0.000,       0.000
28/10/2004 00:00,       0.000,       0.000,       0.000
29/10/2004 00:00,       0.000,       0.000,       0.000
30/10/2004 00:00,       0.000,       0.000,       0.000
31/10/2004 00:00,       0.000,       0.000,       0.000
01/11/2004 00:00,       0.000,       0.000,       0.000
02/11/2004 00:00,       0.000,       0.000,       0.000
03/11/2004 00:00,       0.000,       0.000,       0.000
04/11/2004 00:00,       0.000,       0.000,       0.000
05/11/2004 00:00,      54.346,      13.831,       0.000
06/11/2004 00:00,      75.254,      61.745,      41.990
07/11/2004 00:00,      61.023,      21.547,      12.064
08/11/2004 00:00,      17.885,      13.126,       9.178
09/11/2004 00:00,       9.178,       5.934,       3.197
10/11/2004 00:00,       3.197,       1.426,       0.371
11/11/2004 00:00,      77.933,      16.131,       0.173
12/11/2004 00:00,      27.648,      10.989,       6.739
13/11/2004 00:00,       6.739,       4.789,       2.851
14/11/2004 00:00,       2.851,       1.311,       0.368
15/11/2004 00:00,       0.368,       0.118,       0.000
16/11/2004 00:00,       0.000,       0.000,       0.000
17/11/2004 00:00,       0.000,       0.000,       0.000
18/11/2004 00:00,       0.000,       0.000,       0.000
19/11/2004 00:00,       0.000,       0.000,       0.000
