ISOTime,FLOW,SAL,TEMP,TRACE_1,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
01/01/2008 00:00:00,0.1205,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
02/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
03/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
04/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
05/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
06/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
07/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
08/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
09/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
10/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
11/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
12/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
13/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
14/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
15/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
16/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
17/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
18/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
19/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
20/01/2008 00:00:00,0.0000,4.9918,17.6153,0.0000,24.3835,0.0000,238.5459,82.5178,6.1383,6.2880,0.2447,0.0256,1796.9697,262.4916,68.2542,68.2542,0.9176,1.1470,51.2724
