ISOTime,Flow,SAL,TEMP,TRACE_1,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
01/01/2015 00:00:00,8.814846,0.535654,25.133238,0.000000,0.701372,29981470.000000,233.159454,104.340141,2.306071,0.000000,0.012857,0.000661,434.047058,65.573112,46.003586,60.112213,1.359269,2.480306,169.752426
01/01/2015 01:00:00,8.737466,0.535749,24.997463,0.000000,0.695628,29990416.000000,232.596497,104.358688,2.315200,0.000000,0.013927,0.000768,434.093658,65.582314,46.003769,60.110317,1.359063,2.480237,169.705597
01/01/2015 02:00:00,8.526730,0.535844,24.861753,0.000000,0.689883,29999356.000000,232.034210,104.377228,2.324329,0.000000,0.014996,0.000876,434.140198,65.591507,46.003952,60.108414,1.358856,2.480168,169.658783
01/01/2015 03:00:00,8.412414,0.535939,24.726044,0.000000,0.684138,30008302.000000,231.471954,104.395767,2.333457,0.000000,0.016066,0.000983,434.186798,65.600693,46.004135,60.106518,1.358649,2.480098,169.611969
01/01/2015 04:00:00,8.735776,0.536034,24.590334,0.000000,0.678394,30017246.000000,230.909683,104.414299,2.342585,0.000000,0.017136,0.001090,434.233368,65.609894,46.004318,60.104618,1.358443,2.480029,169.565140
01/01/2015 05:00:00,9.025587,0.536119,24.515253,0.000000,0.672558,30025612.000000,230.695648,104.430840,2.316614,0.000000,0.015041,0.001062,434.281982,65.617279,46.004906,60.101330,1.358298,2.479886,169.857071
01/01/2015 06:00:00,8.960594,0.536204,24.440235,0.000000,0.666722,30033980.000000,230.481964,104.447388,2.290606,0.000000,0.012942,0.001034,434.330597,65.624672,46.005501,60.098038,1.358154,2.479742,170.149353
01/01/2015 07:00:00,8.623132,0.536289,24.365215,0.000000,0.660885,30042348.000000,230.268280,104.463928,2.264597,0.000000,0.010844,0.001005,434.379211,65.632065,46.006092,60.094746,1.358009,2.479599,170.441635
01/01/2015 08:00:00,8.360931,0.536373,24.290199,0.000000,0.655049,30050714.000000,230.054611,104.480469,2.238589,0.000000,0.008746,0.000977,434.427795,65.639458,46.006683,60.091454,1.357864,2.479455,170.733917
01/01/2015 09:00:00,7.845018,0.536460,24.598801,0.000000,0.649050,30059196.000000,229.525238,104.497467,2.231646,0.000000,0.008511,0.000870,434.473877,65.646538,46.006916,60.087791,1.357649,2.479283,170.847839
01/01/2015 10:00:00,6.805914,0.536547,24.908731,0.000000,0.643050,30067680.000000,228.994781,104.514481,2.224770,0.000000,0.008282,0.000763,434.519897,65.653625,46.007153,60.084133,1.357434,2.479111,170.961136
01/01/2015 11:00:00,7.065133,0.536634,25.218660,0.000000,0.637049,30076162.000000,228.464310,104.531487,2.217893,0.000000,0.008054,0.000655,434.565979,65.660706,46.007389,60.080471,1.357218,2.478939,171.074432
01/01/2015 12:00:00,8.616904,0.536721,25.528591,0.000000,0.631049,30084644.000000,227.933853,104.548485,2.211016,0.000000,0.007825,0.000548,434.612030,65.667778,46.007626,60.076809,1.357002,2.478767,171.187729
01/01/2015 13:00:00,10.168675,0.536826,25.698296,0.000000,0.624833,30094132.000000,227.222977,104.569023,2.207422,0.000000,0.007849,0.000531,434.669922,65.676315,46.008617,60.074192,1.356754,2.478630,171.283661
01/01/2015 14:00:00,9.604983,0.536931,25.867779,0.000000,0.618615,30103624.000000,226.511841,104.589561,2.203834,0.000000,0.007874,0.000515,434.727844,65.684860,46.009605,60.071579,1.356505,2.478492,171.379547
01/01/2015 15:00:00,8.900590,0.537036,26.037264,0.000000,0.612398,30113112.000000,225.800690,104.610100,2.200246,0.000000,0.007898,0.000499,434.785736,65.693390,46.010597,60.068966,1.356256,2.478354,171.475433
01/01/2015 16:00:00,8.933173,0.537141,26.206747,0.000000,0.606181,30122604.000000,225.089539,104.630638,2.196657,0.000000,0.007922,0.000482,434.843658,65.701927,46.011589,60.066353,1.356007,2.478216,171.571335
01/01/2015 17:00:00,9.352882,0.537265,26.223221,0.000000,0.599583,30133156.000000,224.487030,104.654907,2.193440,0.000000,0.007997,0.000479,434.915863,65.711792,46.013885,60.064728,1.355752,2.478101,171.676224
01/01/2015 18:00:00,9.148014,0.537389,26.239105,0.000000,0.592984,30143714.000000,223.884979,104.679199,2.190226,0.000000,0.008073,0.000475,434.988190,65.721649,46.016190,60.063103,1.355497,2.477985,171.781158
01/01/2015 19:00:00,8.510758,0.537513,26.254988,0.000000,0.586385,30154272.000000,223.282898,104.703476,2.187011,0.000000,0.008148,0.000472,435.060455,65.731506,46.018494,60.061481,1.355242,2.477870,171.886063
01/01/2015 20:00:00,8.570364,0.537637,26.270872,0.000000,0.579787,30164828.000000,222.680817,104.727768,2.183795,0.000000,0.008223,0.000468,435.132751,65.741371,46.020798,60.059856,1.354988,2.477754,171.990997
01/01/2015 21:00:00,8.974435,0.537781,26.071075,0.000000,0.572563,30176420.000000,222.390854,104.755753,2.193046,0.000000,0.009480,0.000484,435.218567,65.751945,46.024788,60.059097,1.354725,2.477633,171.981964
01/01/2015 22:00:00,8.942837,0.537924,25.870842,0.000000,0.565338,30188012.000000,222.101532,104.783752,2.202322,0.000000,0.010740,0.000500,435.304474,65.762527,46.028786,60.058342,1.354463,2.477512,171.972702
01/01/2015 23:00:00,8.772119,0.538068,25.670605,0.000000,0.558113,30199604.000000,221.812210,104.811745,2.211597,0.000000,0.011999,0.000515,435.390320,65.773102,46.032776,60.057587,1.354200,2.477392,171.963440
02/01/2015 00:00:00,9.065467,0.538211,25.470371,0.000000,0.550888,30211196.000000,221.522888,104.839737,2.220873,0.000000,0.013258,0.000531,435.476196,65.783669,46.036770,60.056828,1.353937,2.477271,171.954163
02/01/2015 01:00:00,8.897710,0.538371,25.253988,0.000000,0.543096,30223692.000000,221.729538,104.870743,2.229064,0.000000,0.014379,0.000615,435.573761,65.794624,46.042263,60.056206,1.353697,2.477123,171.957642
02/01/2015 02:00:00,9.374132,0.538531,25.037598,0.000000,0.535304,30236188.000000,221.936401,104.901749,2.237256,0.000000,0.015499,0.000698,435.671326,65.805588,46.047760,60.055592,1.353456,2.476974,171.961121
02/01/2015 03:00:00,9.772724,0.538690,24.821207,0.000000,0.527511,30248684.000000,222.143250,104.932755,2.245446,0.000000,0.016620,0.000782,435.768860,65.816536,46.053253,60.054974,1.353216,2.476826,171.964600
02/01/2015 04:00:00,9.883274,0.538850,24.604818,0.000000,0.519719,30261178.000000,222.350098,104.963753,2.253637,0.000000,0.017741,0.000866,435.866394,65.827492,46.058750,60.054356,1.352976,2.476677,171.968063
02/01/2015 05:00:00,9.925679,0.538959,24.542900,0.000000,0.513620,30270852.000000,222.221512,104.984772,2.226331,0.000000,0.015545,0.000853,435.929504,65.835052,46.060669,60.050304,1.352794,2.476455,172.289612
02/01/2015 06:00:00,10.245201,0.539068,24.481457,0.000000,0.507526,30280520.000000,222.091919,105.005753,2.198916,0.000000,0.013339,0.000839,435.992523,65.842598,46.062576,60.046246,1.352613,2.476232,172.612122
02/01/2015 07:00:00,10.566807,0.539177,24.420013,0.000000,0.501432,30290184.000000,221.962296,105.026733,2.171500,0.000000,0.011133,0.000826,436.055511,65.850143,46.064476,60.042183,1.352432,2.476009,172.934631
02/01/2015 08:00:00,10.680048,0.539285,24.358572,0.000000,0.495338,30299852.000000,221.832703,105.047714,2.144085,0.000000,0.008927,0.000812,436.118500,65.857689,46.066383,60.038124,1.352251,2.475786,173.257141
02/01/2015 09:00:00,10.731220,0.539351,24.758274,0.000000,0.490880,30307078.000000,220.911362,105.060249,2.137295,0.000000,0.008663,0.000713,436.140778,65.862869,46.063789,60.031734,1.351976,2.475536,173.363693
02/01/2015 10:00:00,10.705587,0.539416,25.158281,0.000000,0.486425,30314306.000000,219.989532,105.072784,2.130520,0.000000,0.008401,0.000614,436.163055,65.868057,46.061195,60.025345,1.351702,2.475286,173.470108
02/01/2015 11:00:00,10.380250,0.539481,25.558289,0.000000,0.481969,30321532.000000,219.067688,105.085320,2.123744,0.000000,0.008139,0.000515,436.185303,65.873230,46.058598,60.018951,1.351427,2.475037,173.576538
02/01/2015 12:00:00,9.791336,0.539546,25.958296,0.000000,0.477513,30328760.000000,218.145844,105.097855,2.116968,0.000000,0.007877,0.000416,436.207550,65.878403,46.056004,60.012562,1.351152,2.474787,173.682938
02/01/2015 13:00:00,9.202422,0.539652,26.451385,0.000000,0.473746,30337922.000000,216.886230,105.116714,2.115031,0.000000,0.007963,0.000407,436.224670,65.890884,46.051147,60.008240,1.350877,2.474772,173.752655
02/01/2015 14:00:00,9.199812,0.539758,26.944651,0.000000,0.469980,30347092.000000,215.626007,105.135597,2.113103,0.000000,0.008050,0.000397,436.241760,65.903366,46.046280,60.003925,1.350602,2.474757,173.822327
02/01/2015 15:00:00,9.824108,0.539864,27.437916,0.000000,0.466214,30356260.000000,214.365768,105.154472,2.111175,0.000000,0.008136,0.000388,436.258911,65.915855,46.041420,59.999607,1.350327,2.474742,173.891998
02/01/2015 16:00:00,10.078884,0.539970,27.931181,0.000000,0.462449,30365428.000000,213.105545,105.173355,2.109247,0.000000,0.008223,0.000378,436.276031,65.928345,46.036560,59.995293,1.350052,2.474727,173.961655
02/01/2015 17:00:00,9.423135,0.540136,27.960142,0.000000,0.462902,30376910.000000,212.123123,105.201302,2.108938,0.000000,0.008362,0.000383,436.312347,65.949615,46.032921,59.997589,1.349885,2.475110,174.035172
02/01/2015 18:00:00,8.753755,0.540303,27.987835,0.000000,0.463368,30388400.000000,211.141479,105.229279,2.108633,0.000000,0.008503,0.000388,436.348816,65.970924,46.029289,59.999908,1.349720,2.475493,174.108704
02/01/2015 19:00:00,8.320388,0.540470,28.015530,0.000000,0.463833,30399890.000000,210.159821,105.257263,2.108328,0.000000,0.008643,0.000392,436.385223,65.992226,46.025654,60.002228,1.349554,2.475876,174.182220
02/01/2015 20:00:00,8.124593,0.540637,28.043224,0.000000,0.464298,30411378.000000,209.178162,105.285240,2.108024,0.000000,0.008783,0.000397,436.421631,66.013527,46.022018,60.004543,1.349388,2.476259,174.255753
02/01/2015 21:00:00,8.618510,0.540798,27.770470,0.000000,0.463103,30423398.000000,209.358429,105.315094,2.122396,0.000000,0.010313,0.000419,436.498413,66.034462,46.024002,60.011612,1.349297,2.476715,174.194366
02/01/2015 22:00:00,9.158714,0.540960,27.496849,0.000000,0.461904,30435420.000000,209.542053,105.344971,2.136812,0.000000,0.011847,0.000441,436.575317,66.055405,46.026001,60.018700,1.349205,2.477171,174.132584
02/01/2015 23:00:00,8.872913,0.541121,27.223227,0.000000,0.460704,30447440.000000,209.725662,105.374832,2.151227,0.000000,0.013381,0.000464,436.652161,66.076340,46.028000,60.025784,1.349114,2.477628,174.070801
03/01/2015 00:00:00,9.765261,0.541282,26.949604,0.000000,0.459504,30459460.000000,209.909256,105.404694,2.165643,0.000000,0.014915,0.000486,436.729065,66.097282,46.029999,60.032867,1.349022,2.478084,174.009018
03/01/2015 01:00:00,8.219459,0.541485,26.584593,0.000000,0.456205,30474384.000000,212.047699,105.443954,2.178516,0.000000,0.016269,0.000577,436.853577,66.123055,46.037624,60.044937,1.349085,2.478697,173.970673
03/01/2015 02:00:00,8.288534,0.541688,26.219448,0.000000,0.452903,30489312.000000,214.188965,105.483231,2.191387,0.000000,0.017623,0.000669,436.978180,66.148842,46.045261,60.057014,1.349148,2.479310,173.932373
